Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Diabetes ,gesticulacion_reducida,abulia_higiene,nerviosismo,comportamiento motor desorganizado,lenguaje desorganizado,anhedonia_sociabilidad,anhedonia,atencion_deterioro,comportamiento motor desorganizado,atencion_deterioro,temblores,catatonía,contacto_visual_bajo,gesticulacion_reducida,dificultad_de_concetracion,alogia_pobreza_habla,preocupacion
Gastroenteritis,paranoia intensa,taquicardia,desorganización del pensamiento,expresion_facial_reducida,temblores,preocupacion,irritabilidad,abulia,disminucion_del_libido,comportamiento social inadecuado,anhedonia_sociabilidad,temblores,alogia_bloqueos_pensamiento,comportamiento motor desorganizado,lenguaje desorganizado,alogia_bloqueos_pensamiento,dificultades en teoría de la mente
Gastroenteritis,expresion_facial_reducida,afectividad_inapropiada,hipoexpresividad emocional,comportamiento motor desorganizado,afectividad_inapropiada,alogia_pobreza_habla,dificultades en teoría de la mente,ideas_suicidas,sudoracion,disnea,dificultad_de_concetracion,anhedonia,comportamiento motor desorganizado,alogia,ideas_delirantes,alogia_pobreza_habla,preocupacion
Gastroenteritis,abulia_higiene,dificultad_de_concetracion,anhedonia_intereses_recreativos,disminucion_del_libido,obsesiones_presencia,disnea,gesticulacion_reducida,lenguaje desorganizado,abulia,comportamiento social inadecuado,disminucion_del_libido,lenguaje desorganizado,anergia_fisica,disnea,paranoia intensa,temblores,memoria_deterioro
Gastroenteritis,dificultad_de_concetracion,alogia_bloqueos_pensamiento,nerviosismo,disnea,abulia,expresion_facial_reducida,cambios_en_el_apetito,temblores,afectividad_inapropiada,dificultades en teoría de la mente,hipervigilancia,memoria_deterioro,hipervigilancia,catatonía,dificultades en teoría de la mente,alogia_pobreza_habla,disminucion_del_libido
Gastroenteritis,alogia_bloqueos_pensamiento,ideas_delirantes,anergia_fisica,control_pensamiento,memoria_deterioro,anergia_fisica,abulia_trabajo_estudio,sentimiento_de_culpa,atencion_deterioro,ideas_suicidas,comportamiento social inadecuado,sentimiento_de_culpa,sentimiento_de_culpa,anhedonia_intereses_recreativos,hipervigilancia,pensamientos_intrusivos,temblores
Gastroenteritis,contacto_visual_bajo,cambios_en_el_apetito,tristeza,anhedonia_intereses_sexuales,abulia,procesamiento_info_deficit,eco del pensamiento,temblores,temblores,anhedonia_sociabilidad,anhedonia_intereses_recreativos,abulia_higiene,temblores,sudoracion,pensamientos_intrusivos,procesamiento_info_deficit,preocupacion
Gastroenteritis,taquicardia,lenguaje desorganizado,temblores,alogia_pobreza_habla,anhedonia_sociabilidad,abulia_trabajo_estudio,dificultad_de_concetracion,dificultades en teoría de la mente,abulia_trabajo_estudio,alogia,obsesiones_presencia,eco del pensamiento,nerviosismo,sentimiento_de_culpa,nerviosismo,nerviosismo,disnea
Gastroenteritis,alogia,pensamientos_intrusivos,disminucion_del_libido,sentimiento_de_culpa,sudoracion,sueño_o_fatiga,alogia_bloqueos_pensamiento,contacto_visual_bajo,gesticulacion_reducida,obsesiones_presencia,anhedonia_intereses_recreativos,alogia_bloqueos_pensamiento,expresion_facial_reducida,control_pensamiento,hipervigilancia,hipoexpresividad emocional,disnea
Gastroenteritis,temblores,alogia,catatonía,memoria_deterioro,gesticulacion_reducida,abulia_higiene,dificultad_de_concetracion,hipoexpresividad emocional,anhedonia_intereses_sexuales,dificultad_de_concetracion,anergia_fisica,alogia_pobreza_habla,afectividad_inapropiada,pensamientos_intrusivos,disnea,sentimiento_de_culpa,atencion_deterioro
Gastroenteritis,abulia_trabajo_estudio,anhedonia_relaciones_amigos,sueño_o_fatiga,catatonía,pensamientos_intrusivos,desorganización del pensamiento,sueño_o_fatiga,alogia_pobreza_contenido,memoria_deterioro,abulia_higiene,irritabilidad,procesamiento_info_deficit,anhedonia_intereses_recreativos,contacto_visual_bajo,abulia,anergia_fisica,anhedonia_sociabilidad
Bronchial Asthma,anhedonia,abulia,memoria_deterioro,anhedonia_intereses_recreativos,abulia,pensamientos_intrusivos,gesticulacion_reducida,obsesiones_presencia,atencion_deterioro,alogia_bloqueos_pensamiento,sentimiento_de_culpa,hipervigilancia,taquicardia,sentimiento_de_culpa,dificultades en teoría de la mente,atencion_deterioro,nerviosismo
Bronchial Asthma,anergia_fisica,atencion_deterioro,control_pensamiento,pensamientos_intrusivos,anhedonia_intereses_recreativos,sentimiento_de_culpa,gesticulacion_reducida,alogia_pobreza_contenido,anhedonia_intereses_sexuales,sentimiento_de_culpa,preocupacion,temblores,ideas_suicidas,obsesiones_presencia,tristeza,alogia_bloqueos_pensamiento,anhedonia_intereses_sexuales
Bronchial Asthma,taquicardia,anhedonia_relaciones_amigos,taquicardia,alogia,preocupacion,abulia_trabajo_estudio,cambios_en_el_apetito,abulia,gesticulacion_reducida,anhedonia_relaciones_amigos,control_pensamiento,irritabilidad,disnea,tristeza,alogia_pobreza_habla,procesamiento_info_deficit,alogia_pobreza_habla
Bronchial Asthma,ideas_suicidas,afectividad_inapropiada,disminucion_del_libido,desorganización del pensamiento,sueño_o_fatiga,sentimiento_de_culpa,taquicardia,anhedonia_intereses_sexuales,anhedonia_sociabilidad,disnea,anhedonia_relaciones_familia,pensamientos_intrusivos,paranoia intensa,comportamiento motor desorganizado,obsesiones_presencia,sudoracion,alogia
Bronchial Asthma,anhedonia_intereses_sexuales,nerviosismo,cambios_en_el_apetito,abulia_higiene,comportamiento motor desorganizado,desorganización del pensamiento,expresion_facial_reducida,contacto_visual_bajo,procesamiento_info_deficit,alogia_bloqueos_pensamiento,cambios_en_el_apetito,tristeza,expresion_facial_reducida,sudoracion,alogia_pobreza_habla,anergia_fisica,tristeza
Bronchial Asthma,gesticulacion_reducida,memoria_deterioro,irritabilidad,abulia,procesamiento_info_deficit,disminucion_del_libido,nerviosismo,nerviosismo,obsesiones_presencia,abulia_higiene,comportamiento social inadecuado,hipervigilancia,gesticulacion_reducida,comportamiento social inadecuado,ideas_suicidas,alogia,temblores
Bronchial Asthma,taquicardia,preocupacion,abulia,anhedonia,sentimiento_de_culpa,lenguaje desorganizado,alogia_bloqueos_pensamiento,temblores,hipervigilancia,alogia_bloqueos_pensamiento,cambios_en_el_apetito,anhedonia_relaciones_familia,disminucion_del_libido,dificultades en teoría de la mente,alogia_pobreza_contenido,nerviosismo,anhedonia_intereses_recreativos
Bronchial Asthma,alucinaciones,expresion_facial_reducida,paranoia intensa,preocupacion,comportamiento motor desorganizado,taquicardia,pensamientos_intrusivos,nerviosismo,disnea,paranoia intensa,cambios_en_el_apetito,sudoracion,anergia_fisica,sudoracion,hipervigilancia,eco del pensamiento,sueño_o_fatiga
Bronchial Asthma,anergia_fisica,dificultades en teoría de la mente,afectividad_inapropiada,comportamiento social inadecuado,gesticulacion_reducida,sentimiento_de_culpa,alogia_pobreza_contenido,abulia_higiene,alogia,disminucion_del_libido,obsesiones_presencia,anhedonia_intereses_sexuales,eco del pensamiento,pensamientos_intrusivos,obsesiones_presencia,alogia_pobreza_habla,dificultades en teoría de la mente
Bronchial Asthma,catatonía,temblores,anhedonia_sociabilidad,dificultad_de_concetracion,taquicardia,taquicardia,atencion_deterioro,anhedonia_relaciones_amigos,alogia_bloqueos_pensamiento,hipoexpresividad emocional,anhedonia_relaciones_amigos,lenguaje desorganizado,anhedonia_intereses_sexuales,pensamientos_intrusivos,hipervigilancia,hipervigilancia,control_pensamiento
Hypertension ,comportamiento motor desorganizado,sentimiento_de_culpa,atencion_deterioro,alogia_pobreza_habla,alogia_pobreza_contenido,obsesiones_presencia,control_pensamiento,anhedonia_relaciones_amigos,disnea,dificultad_de_concetracion,sueño_o_fatiga,sentimiento_de_culpa,control_pensamiento,ideas_delirantes,anhedonia,hipervigilancia,preocupacion
Hypertension ,abulia_trabajo_estudio,procesamiento_info_deficit,sudoracion,temblores,paranoia intensa,dificultades en teoría de la mente,dificultad_de_concetracion,nerviosismo,paranoia intensa,abulia,preocupacion,anhedonia_relaciones_familia,disminucion_del_libido,alogia_pobreza_habla,control_pensamiento,procesamiento_info_deficit,anhedonia_intereses_sexuales
Hypertension ,alucinaciones,comportamiento motor desorganizado,afectividad_inapropiada,alucinaciones,anhedonia_intereses_recreativos,alucinaciones,abulia_higiene,control_pensamiento,lenguaje desorganizado,catatonía,sueño_o_fatiga,memoria_deterioro,abulia,hipoexpresividad emocional,anhedonia_relaciones_amigos,ideas_delirantes,contacto_visual_bajo
Hypertension ,pensamientos_intrusivos,preocupacion,preocupacion,control_pensamiento,alogia_pobreza_habla,alogia_bloqueos_pensamiento,pensamientos_intrusivos,abulia_trabajo_estudio,alogia_pobreza_contenido,abulia_trabajo_estudio,anhedonia_sociabilidad,dificultad_de_concetracion,cambios_en_el_apetito,preocupacion,sentimiento_de_culpa,anhedonia_relaciones_amigos,sentimiento_de_culpa
Hypertension ,paranoia intensa,anhedonia_intereses_recreativos,comportamiento social inadecuado,anhedonia_sociabilidad,contacto_visual_bajo,dificultad_de_concetracion,temblores,hipervigilancia,ideas_delirantes,desorganización del pensamiento,abulia,alogia_pobreza_contenido,ideas_suicidas,atencion_deterioro,ideas_suicidas,taquicardia,alucinaciones
Hypertension ,abulia_trabajo_estudio,eco del pensamiento,disnea,alogia,eco del pensamiento,disminucion_del_libido,abulia_higiene,cambios_en_el_apetito,taquicardia,irritabilidad,alucinaciones,abulia,alogia_pobreza_contenido,alucinaciones,lenguaje desorganizado,sueño_o_fatiga,alogia
Hypertension ,eco del pensamiento,expresion_facial_reducida,sudoracion,irritabilidad,preocupacion,cambios_en_el_apetito,anhedonia_sociabilidad,hipoexpresividad emocional,abulia,anhedonia,disnea,control_pensamiento,alogia_pobreza_habla,anhedonia_intereses_recreativos,disminucion_del_libido,gesticulacion_reducida,obsesiones_presencia
Hypertension ,afectividad_inapropiada,disminucion_del_libido,anhedonia_sociabilidad,anhedonia_relaciones_amigos,paranoia intensa,control_pensamiento,tristeza,preocupacion,alogia_bloqueos_pensamiento,dificultades en teoría de la mente,nerviosismo,paranoia intensa,hipoexpresividad emocional,dificultad_de_concetracion,anhedonia_sociabilidad,eco del pensamiento,desorganización del pensamiento
Hypertension ,paranoia intensa,temblores,disnea,ideas_delirantes,atencion_deterioro,temblores,anergia_fisica,memoria_deterioro,lenguaje desorganizado,eco del pensamiento,sueño_o_fatiga,taquicardia,anhedonia_sociabilidad,lenguaje desorganizado,contacto_visual_bajo,abulia_trabajo_estudio,alogia_bloqueos_pensamiento
Hypertension ,tristeza,alogia_pobreza_habla,paranoia intensa,desorganización del pensamiento,dificultades en teoría de la mente,anhedonia_relaciones_familia,memoria_deterioro,cambios_en_el_apetito,memoria_deterioro,dificultad_de_concetracion,alogia_pobreza_contenido,alogia_pobreza_habla,alogia_pobreza_habla,control_pensamiento,temblores,obsesiones_presencia,obsesiones_presencia
Migraine,tristeza,gesticulacion_reducida,abulia_higiene,anhedonia_intereses_sexuales,alogia,anhedonia_sociabilidad,abulia,comportamiento social inadecuado,lenguaje desorganizado,sueño_o_fatiga,alogia,anhedonia_relaciones_familia,contacto_visual_bajo,taquicardia,contacto_visual_bajo,alogia_pobreza_habla,alogia_pobreza_contenido
Migraine,atencion_deterioro,anhedonia_intereses_recreativos,preocupacion,atencion_deterioro,tristeza,afectividad_inapropiada,paranoia intensa,paranoia intensa,hipoexpresividad emocional,eco del pensamiento,lenguaje desorganizado,memoria_deterioro,ideas_delirantes,anergia_fisica,sudoracion,anhedonia_intereses_sexuales,alogia_pobreza_habla
Migraine,desorganización del pensamiento,abulia_trabajo_estudio,hipervigilancia,preocupacion,nerviosismo,abulia_higiene,sueño_o_fatiga,abulia_trabajo_estudio,alucinaciones,disnea,hipervigilancia,gesticulacion_reducida,alucinaciones,pensamientos_intrusivos,sentimiento_de_culpa,expresion_facial_reducida,tristeza
Migraine,preocupacion,paranoia intensa,anhedonia_intereses_sexuales,alogia_pobreza_contenido,irritabilidad,hipoexpresividad emocional,alogia,pensamientos_intrusivos,abulia,anhedonia_relaciones_amigos,comportamiento social inadecuado,disminucion_del_libido,control_pensamiento,contacto_visual_bajo,procesamiento_info_deficit,irritabilidad,taquicardia
Migraine,disminucion_del_libido,nerviosismo,irritabilidad,anhedonia_relaciones_amigos,control_pensamiento,temblores,anhedonia_intereses_recreativos,contacto_visual_bajo,abulia_trabajo_estudio,obsesiones_presencia,afectividad_inapropiada,anhedonia_relaciones_familia,abulia_trabajo_estudio,nerviosismo,disminucion_del_libido,afectividad_inapropiada,abulia_trabajo_estudio
Migraine,ideas_suicidas,comportamiento motor desorganizado,alogia_pobreza_contenido,preocupacion,dificultad_de_concetracion,anhedonia_sociabilidad,anhedonia_intereses_recreativos,memoria_deterioro,ideas_suicidas,ideas_delirantes,abulia,control_pensamiento,pensamientos_intrusivos,obsesiones_presencia,abulia_trabajo_estudio,paranoia intensa,alogia_pobreza_contenido
Migraine,anhedonia_intereses_recreativos,temblores,contacto_visual_bajo,desorganización del pensamiento,anhedonia_sociabilidad,alogia_pobreza_contenido,eco del pensamiento,procesamiento_info_deficit,anhedonia_relaciones_amigos,hipoexpresividad emocional,alogia,memoria_deterioro,sueño_o_fatiga,paranoia intensa,disminucion_del_libido,hipoexpresividad emocional,irritabilidad
Migraine,catatonía,atencion_deterioro,afectividad_inapropiada,irritabilidad,anhedonia_intereses_recreativos,sudoracion,comportamiento social inadecuado,tristeza,abulia,disminucion_del_libido,dificultades en teoría de la mente,dificultades en teoría de la mente,ideas_delirantes,disminucion_del_libido,lenguaje desorganizado,abulia_higiene,anhedonia_intereses_recreativos
Migraine,comportamiento motor desorganizado,atencion_deterioro,contacto_visual_bajo,alogia_bloqueos_pensamiento,sudoracion,hipoexpresividad emocional,ideas_delirantes,memoria_deterioro,pensamientos_intrusivos,afectividad_inapropiada,abulia_trabajo_estudio,anhedonia_intereses_recreativos,contacto_visual_bajo,contacto_visual_bajo,alogia_pobreza_contenido,anhedonia_intereses_sexuales,sueño_o_fatiga
Migraine,paranoia intensa,alogia_pobreza_habla,alogia_pobreza_habla,gesticulacion_reducida,lenguaje desorganizado,pensamientos_intrusivos,cambios_en_el_apetito,irritabilidad,comportamiento social inadecuado,abulia_higiene,alogia_pobreza_contenido,anhedonia_sociabilidad,anhedonia_intereses_sexuales,pensamientos_intrusivos,comportamiento motor desorganizado,temblores,abulia_trabajo_estudio
Cervical Spondylosis,comportamiento social inadecuado,control_pensamiento,paranoia intensa,alogia_pobreza_contenido,temblores,abulia_trabajo_estudio,obsesiones_presencia,afectividad_inapropiada,anhedonia,taquicardia,comportamiento social inadecuado,disnea,cambios_en_el_apetito,sueño_o_fatiga,hipervigilancia,eco del pensamiento,alogia_pobreza_contenido
Cervical Spondylosis,procesamiento_info_deficit,dificultades en teoría de la mente,sueño_o_fatiga,paranoia intensa,expresion_facial_reducida,ideas_suicidas,ideas_suicidas,ideas_delirantes,obsesiones_presencia,dificultades en teoría de la mente,obsesiones_presencia,sudoracion,pensamientos_intrusivos,abulia_higiene,alogia_bloqueos_pensamiento,contacto_visual_bajo,abulia_trabajo_estudio
Cervical Spondylosis,atencion_deterioro,dificultad_de_concetracion,sueño_o_fatiga,hipervigilancia,catatonía,control_pensamiento,taquicardia,anhedonia,alogia_pobreza_habla,hipoexpresividad emocional,preocupacion,dificultad_de_concetracion,obsesiones_presencia,lenguaje desorganizado,eco del pensamiento,irritabilidad,lenguaje desorganizado
Cervical Spondylosis,disnea,temblores,anhedonia_intereses_sexuales,anhedonia_relaciones_familia,dificultades en teoría de la mente,nerviosismo,taquicardia,pensamientos_intrusivos,contacto_visual_bajo,preocupacion,desorganización del pensamiento,nerviosismo,expresion_facial_reducida,nerviosismo,disnea,pensamientos_intrusivos,sueño_o_fatiga
Cervical Spondylosis,abulia_higiene,preocupacion,ideas_suicidas,comportamiento social inadecuado,gesticulacion_reducida,dificultades en teoría de la mente,temblores,afectividad_inapropiada,comportamiento social inadecuado,disminucion_del_libido,anhedonia,anhedonia_relaciones_familia,afectividad_inapropiada,pensamientos_intrusivos,anhedonia_relaciones_amigos,abulia_higiene,anergia_fisica
Cervical Spondylosis,abulia_trabajo_estudio,alucinaciones,sentimiento_de_culpa,alogia_bloqueos_pensamiento,anhedonia_relaciones_familia,alucinaciones,procesamiento_info_deficit,sueño_o_fatiga,atencion_deterioro,preocupacion,sentimiento_de_culpa,procesamiento_info_deficit,pensamientos_intrusivos,contacto_visual_bajo,alucinaciones,comportamiento social inadecuado,memoria_deterioro
Cervical Spondylosis,cambios_en_el_apetito,anhedonia_intereses_sexuales,anhedonia,anhedonia_relaciones_amigos,anhedonia_intereses_sexuales,hipervigilancia,abulia_higiene,hipervigilancia,alogia_bloqueos_pensamiento,anhedonia_intereses_sexuales,contacto_visual_bajo,desorganización del pensamiento,taquicardia,contacto_visual_bajo,anhedonia_sociabilidad,sueño_o_fatiga,afectividad_inapropiada
